1.57544E+18,-0.021054877,0.004434009,0.006369138,-0.050108586,-0.004977477,0.002694451
1.57544E+18,-0.051728063,0.001494205,0.004951962,-0.07260225,-0.003314694,0.003234524
1.57544E+18,-0.129257672,0.000516828,0.00651899,-0.151145697,-0.003912784,0.010462787
1.57544E+18,-0.150792445,4.34E-05,0.008234645,-0.171448246,-0.003265407,0.009856232
1.57544E+18,-0.23476019,-0.004283447,0.007251949,-0.250394821,-0.002441932,0.014246434
1.57544E+18,-0.252839717,0.001634684,0.014595256,-0.276463568,-0.004102977,0.014447226
1.57544E+18,-0.32922225,-0.004435517,0.01536533,-0.350051224,-0.007512404,0.013300043
1.57544E+18,-0.351842166,-0.005645192,0.017489478,-0.368829817,-0.009744644,0.012503159
1.57544E+18,-0.432682552,-0.010545081,0.018350016,-0.450705677,-0.011907604,0.015815465
1.57544E+18,-0.453367175,-0.008364442,0.021098244,-0.469280362,-0.011814926,0.016681343
1.57544E+18,-0.532924666,-0.010363879,0.022928379,-0.552327633,-0.015734488,0.020591607
1.57544E+18,-0.553464202,-0.010122236,0.025515144,-0.572948813,-0.016015107,0.02225144
1.57544E+18,-0.637299428,-0.012684019,0.025563415,-0.650969326,-0.015138708,0.022041064
1.57544E+18,-0.65308846,-0.014206995,0.024799111,-0.665849686,-0.015785255,0.022410044
1.57544E+18,-0.742887502,-0.015432534,0.033048504,-0.750356197,-0.019995449,0.024339145
1.57544E+18,-0.758130055,-0.01559168,0.034055982,-0.755791128,-0.020646784,0.023668716
1.57544E+18,-0.836711374,-0.01626417,0.036313368,-0.853570461,-0.020937936,0.030717229
1.57544E+18,-0.851653109,-0.015794317,0.037639297,-0.868407369,-0.021464923,0.032822683
1.57544E+18,-0.943011959,-0.018666229,0.039307474,-0.950393021,-0.02262635,0.037792515
1.57544E+18,-0.957887244,-0.018043815,0.040103206,-0.966851711,-0.022915365,0.036998626
